,user_id,grid_num,score_dif,time_constraint,in_distrib,time_x_distrib,push,time_x_push
0,2,308,0,-0.5,0.5,-0.25,0.0,-0.0
1,2,104,-1,-0.5,-0.5,0.25,0.5,-0.25
2,2,403,0,-0.5,0.5,-0.25,0.0,-0.0
3,2,103,-1,-0.5,-0.5,0.25,0.5,-0.25
4,2,201,0,-0.5,-0.5,0.25,-0.5,0.25
5,2,405,0,-0.5,0.5,-0.25,0.0,-0.0
6,2,306,0,-0.5,0.5,-0.25,0.0,-0.0
7,2,303,0,-0.5,0.5,-0.25,0.0,-0.0
8,2,205,0,-0.5,-0.5,0.25,-0.5,0.25
9,2,305,0,-0.5,0.5,-0.25,0.0,-0.0
10,2,105,-1,-0.5,-0.5,0.25,0.5,-0.25
11,2,208,0,-0.5,-0.5,0.25,-0.5,0.25
12,2,402,0,-0.5,0.5,-0.25,0.0,-0.0
13,2,108,-1,-0.5,-0.5,0.25,0.5,-0.25
14,2,307,0,-0.5,0.5,-0.25,0.0,-0.0
15,2,302,0,-0.5,0.5,-0.25,0.0,-0.0
16,2,202,0,-0.5,-0.5,0.25,-0.5,0.25
17,2,406,-1,-0.5,0.5,-0.25,0.0,-0.0
18,2,203,0,-0.5,-0.5,0.25,-0.5,0.25
19,2,304,0,-0.5,0.5,-0.25,0.0,-0.0
20,2,408,0,-0.5,0.5,-0.25,0.0,-0.0
21,2,301,0,-0.5,0.5,-0.25,0.0,-0.0
22,2,404,0,-0.5,0.5,-0.25,0.0,-0.0
23,2,401,-1,-0.5,0.5,-0.25,0.0,-0.0
24,2,407,0,-0.5,0.5,-0.25,0.0,-0.0
25,2,206,0,-0.5,-0.5,0.25,-0.5,0.25
26,2,101,-1,-0.5,-0.5,0.25,0.5,-0.25
27,2,106,0,-0.5,-0.5,0.25,0.5,-0.25
28,2,107,0,-0.5,-0.5,0.25,0.5,-0.25
29,2,204,0,-0.5,-0.5,0.25,-0.5,0.25
30,2,207,0,-0.5,-0.5,0.25,-0.5,0.25
31,2,102,-1,-0.5,-0.5,0.25,0.5,-0.25
32,3,101,-1,-0.5,-0.5,0.25,0.5,-0.25
33,3,407,0,-0.5,0.5,-0.25,0.0,-0.0
34,3,204,0,-0.5,-0.5,0.25,-0.5,0.25
35,3,301,-1,-0.5,0.5,-0.25,0.0,-0.0
36,3,405,0,-0.5,0.5,-0.25,0.0,-0.0
37,3,304,0,-0.5,0.5,-0.25,0.0,-0.0
38,3,306,0,-0.5,0.5,-0.25,0.0,-0.0
39,3,202,-1,-0.5,-0.5,0.25,-0.5,0.25
40,3,205,0,-0.5,-0.5,0.25,-0.5,0.25
41,3,201,0,-0.5,-0.5,0.25,-0.5,0.25
42,3,105,-1,-0.5,-0.5,0.25,0.5,-0.25
43,3,103,-1,-0.5,-0.5,0.25,0.5,-0.25
